op_time sequence_length batch_size num_layers num_units num_parallel_launches num_steps
0.014009733200073243 10 16 1 100 2 100
0.013809876441955566 10 16 1 100 2 100
0.013649039268493653 10 16 1 100 2 100
0.013741369247436524 10 16 1 100 2 100
0.013996500968933106 10 16 1 100 2 100
0.013671352863311767 10 16 1 100 2 100
0.013919777870178222 10 16 1 100 2 100
0.013592569828033448 10 16 1 100 2 100
0.013521151542663574 10 16 1 100 2 100
0.013874328136444092 10 16 1 100 2 100
0.015732359886169434 10 16 1 200 2 100
0.01572500228881836 10 16 1 200 2 100
0.015694475173950194 10 16 1 200 2 100
0.01586698055267334 10 16 1 200 2 100
0.015966360569000245 10 16 1 200 2 100
0.015964016914367676 10 16 1 200 2 100
0.015391573905944825 10 16 1 200 2 100
0.015284228324890136 10 16 1 200 2 100
0.015389156341552735 10 16 1 200 2 100
0.014972143173217774 10 16 1 200 2 100
0.018675575256347655 10 16 1 500 2 100
0.018555681705474853 10 16 1 500 2 100
0.018760051727294922 10 16 1 500 2 100
0.0191255784034729 10 16 1 500 2 100
0.019582831859588624 10 16 1 500 2 100
0.018222501277923586 10 16 1 500 2 100
0.019218246936798095 10 16 1 500 2 100
0.019089906215667723 10 16 1 500 2 100
0.020756826400756836 10 16 1 500 2 100
0.02073702812194824 10 16 1 500 2 100
0.030587387084960938 10 16 1 1000 2 100
0.03066925287246704 10 16 1 1000 2 100
0.027760059833526612 10 16 1 1000 2 100
0.02910404920578003 10 16 1 1000 2 100
0.030075705051422118 10 16 1 1000 2 100
0.029774439334869385 10 16 1 1000 2 100
0.028575851917266845 10 16 1 1000 2 100
0.027447559833526612 10 16 1 1000 2 100
0.02928657054901123 10 16 1 1000 2 100
0.029591243267059326 10 16 1 1000 2 100
0.06419702529907227 10 16 1 2000 2 100
0.06303707122802735 10 16 1 2000 2 100
0.0651391363143921 10 16 1 2000 2 100
0.06559025526046752 10 16 1 2000 2 100
0.06465909481048585 10 16 1 2000 2 100
0.06513449907302857 10 16 1 2000 2 100
0.06478524684906006 10 16 1 2000 2 100
0.06564178705215454 10 16 1 2000 2 100
0.06423514127731324 10 16 1 2000 2 100
0.0644886326789856 10 16 1 2000 2 100
0.017025246620178222 10 16 2 100 2 100
0.016825301647186278 10 16 2 100 2 100
0.016868605613708496 10 16 2 100 2 100
0.017171382904052734 10 16 2 100 2 100
0.017177314758300782 10 16 2 100 2 100
0.016893587112426757 10 16 2 100 2 100
0.017097654342651366 10 16 2 100 2 100
0.01783649206161499 10 16 2 100 2 100
0.017355520725250245 10 16 2 100 2 100
0.017369775772094725 10 16 2 100 2 100
0.018562233448028563 10 16 2 200 2 100
0.019548377990722655 10 16 2 200 2 100
0.020377380847930907 10 16 2 200 2 100
0.020957865715026856 10 16 2 200 2 100
0.021013646125793456 10 16 2 200 2 100
0.02191349267959595 10 16 2 200 2 100
0.020289120674133302 10 16 2 200 2 100
0.020136117935180664 10 16 2 200 2 100
